time,x,y,z,angle_xz,tag,color,rgb,rgb1,rgb2,rgb3,rgb4,servo_angle,occlusion,lm_score
88.62027764320374,-30.675,-12.488,199.786,-8.72899772458484,A,lightslategray,"(135.72902156222517, 148.69049664890875, 160.74821831121176)","(147.02588522588522, 160.9861212861213, 174.06573056573058)","(159.6228952150212, 178.83040581465778, 192.49897032101757)","(111.59143181081957, 117.88066893424036, 127.75785552316165)","(124.75385666077455, 137.13502330065884, 148.7448176120842)",105.0,0,0.9970703125
88.70423889160156,-30.881,-12.587,199.786,-8.78672057851848,A,lightslategray,"(136.9360827927093, 150.0250437648028, 162.0840387189785)","(149.35024813895782, 163.23250620347395, 176.65028949545078)","(160.1024, 179.4864, 192.87909743589745)","(113.92315963606286, 120.58370554177006, 130.11534325889164)","(124.28373333333333, 136.6676923076923, 148.55220512820512)",105.0,0,0.998046875
88.76702165603638,-31.036,-12.554,199.786,-8.830000931031647,A,lightslategray,"(138.30119457421523, 151.421512580936, 163.413132120318)","(152.12318959842003, 166.07537853851218, 179.4832949308756)","(160.04608163265306, 179.38963265306123, 192.82685714285714)","(115.94186142198815, 122.47111586570112, 131.92655529953916)","(125.02534693877551, 137.63555102040817, 149.29248979591836)",105.0,0,0.998046875
88.8764750957489,-31.187,-12.53,199.786,-8.872475855837463,A,lightslategray,"(138.74270191959434, 152.00813369897034, 164.04888497956227)","(153.124, 167.53691666666666, 180.92604166666666)","(160.9561011904762, 180.21122685185185, 193.8603257275132)","(116.41036269430052, 123.29218652849741, 132.58151295336788)","(124.60625873838309, 137.11349617567234, 148.9530800230282)",105.0,0,0.9970703125
88.96795463562012,-31.408,-12.44,199.786,-8.934381688602896,A,darkgray,"(141.94801030927835, 154.7703298969072, 166.80031958762888)","(156.54919587628865, 170.7500618556701, 184.6282474226804)","(161.8415670103093, 180.6559175257732, 194.04268041237114)","(123.02226804123711, 129.5179793814433, 139.00334020618556)","(126.37901030927836, 138.15736082474226, 149.52701030927835)",105.0,0,0.98193359375
89.04831671714783,-31.646,-12.623,199.786,-9.00082636395968,A,darkgray,"(142.33886025916846, 155.0349026867464, 166.74404362835844)","(157.72786238014663, 172.00483442107807, 186.04632986866488)","(161.49506375154883, 179.93373036492267, 193.11175506614973)","(123.0614478114478, 129.57483565816898, 138.43851210517877)","(127.2143084387179, 138.77014236856758, 149.5385747236141)",105.0,0,0.998046875
89.15846562385559,-31.931,-12.939,199.786,-9.080675457964611,A,darkgray,"(141.98682014677792, 154.4118829797929, 166.14983412084047)","(157.27311636921587, 171.46697084712912, 185.4968505208754)","(161.34614922503906, 179.20609555849254, 192.15347030317594)","(122.0872567229266, 128.25587498990552, 137.06193975611725)","(127.20325203252033, 138.6445993031359, 149.807881773399)",105.0,0,1.0
89.32340264320374,-32.432,-13.642,199.786,-9.220571561116582,A,darkgray,"(142.45217765794106, 154.49068456727707, 166.36955585514735)","(156.46751301351907, 170.16327753435942, 184.58854810320938)","(163.11006253978954, 181.17357600269634, 194.17679661461258)","(121.95449949443882, 127.47271842115119, 136.3520203722428)","(128.2766355840168, 139.15316631090138, 150.36085833052465)",105.0,0,1.0
89.48001623153687,-32.736,-14.133,199.786,-9.305428234305005,A,darkgray,"(143.08111670963206, 154.98325326146394, 167.61864307475977)","(156.278, 170.43007843137255, 185.08811764705882)","(164.9799253034547, 183.23027544351075, 196.421918767507)","(123.97686274509805, 128.53058823529412, 139.63945098039216)","(127.04279489573607, 137.65472300031124, 149.2416744475568)",105.0,0,1.0
89.59696555137634,-32.999,-14.394,199.786,-9.379036869395192,A,lightslategray,"(138.63421695010996, 149.03522362767052, 160.92930057092136)","(154.0540387493427, 167.78396634712615, 181.83226145694292)","(166.33733770173524, 184.50960643934798, 197.8891720260486)","(118.24414392658778, 117.77304193834017, 126.66879980680994)","(116.11482733639218, 126.34271110037832, 137.61341865893905)",105.0,0,0.998046875
89.67281460762024,-33.233,-13.981,199.786,-9.444212012724648,A,lightslategray,"(141.3557443836573, 152.58986148294727, 164.53589803282506)","(158.76495307466033, 173.07932950459914, 187.3580333380025)","(170.3367885324742, 188.98505859830976, 202.26689078769203)","(118.6317671092952, 118.82895347757452, 127.37603305785125)","(117.95008821617606, 129.78568112173832, 141.4828210604513)",105.0,0,0.998046875
89.77756690979004,-33.551,-13.349,199.786,-9.533017239464815,A,darkgray,"(143.55115909260317, 155.46635774094963, 167.49566427311353)","(161.186626746507, 175.54605788423154, 189.81472055888224)","(172.2551096154798, 191.26990646805564, 204.6310189538279)","(120.59555888223552, 122.56042914171657, 131.6139720558882)","(120.12337308853368, 132.3830355817291, 143.81085762359578)",105.0,0,0.9990234375
89.85600447654724,-33.861,-12.84,199.786,-9.619549442373245,A,darkgray,"(144.01613477431658, 156.28939605848697, 168.44751430387794)","(160.5878991939598, 175.09672482399756, 189.26277930823386)","(173.26900316294257, 192.35802469135803, 205.93771043771045)","(120.98717233686558, 124.00405617806622, 133.4218425188866)","(121.50159712011357, 134.03544085585358, 145.5254271662526)",105.0,0,0.9990234375
89.93254733085632,-34.166,-12.458,199.786,-9.70436830633385,A,darkgray,"(141.66517423602266, 153.8189786729559, 165.8471793060828)","(159.2941056910569, 173.41371951219512, 187.40614837398374)","(173.10280185446481, 192.0976617617416, 205.43831888732112)","(119.36969696969697, 122.35328282828283, 131.52969696969697)","(115.15201602804909, 127.66291009266216, 139.2786376158277)",105.0,0,0.998046875
90.03051090240479,-34.466,-12.207,199.786,-9.787892650469152,A,lightslategray,"(139.19824175824175, 151.01654815772463, 163.139301874596)","(159.23809523809524, 173.2284469343293, 186.59274821039526)","(172.95756821247016, 192.05970536362693, 205.38826641767818)","(116.45089446821673, 119.44903851110996, 129.37918234778573)","(108.47646543279889, 119.71706964994587, 131.60009279785532)",105.0,0,1.0
90.10066676139832,-34.762,-12.09,199.786,-9.870436988582764,A,lightslategray,"(136.04487187932284, 147.4095777616758, 159.50489427573942)","(158.37490046185698, 172.03668312363965, 185.4125391516696)","(172.22249710495842, 190.59832613959364, 204.34582587640804)","(111.72000633111745, 115.41627097182652, 125.47108789701382)","(102.20516844528144, 111.94193345888262, 123.15662272441934)",105.0,0,1.0
90.16102766990662,-35.092,-12.039,199.786,-9.962195340737223,A,lightslategray,"(135.20826123433486, 146.35995752713544, 158.0851292538409)","(157.8686487336794, 171.24020764511562, 184.70363378952337)","(172.30202925908446, 190.8969115410833, 204.51837869015782)","(108.39531225420797, 112.01027738451052, 121.1877720098579)","(102.26705469036757, 111.29243353783231, 121.93073252582455)",105.0,0,0.9970703125
90.23047828674316,-35.375,-11.964,199.786,-10.040934197275927,A,lightslategray,"(135.01533471717696, 145.8265308770109, 157.61939543331604)","(158.01214300604545, 171.34803001876173, 184.7112257661038)","(172.50501240181893, 190.64763331955353, 204.3154195948739)","(106.96013133208255, 110.1209089013967, 119.64608088388576)","(102.54118437370815, 111.10324514262092, 121.712639520463)",105.0,0,0.9990234375
90.33155083656311,-35.587,-11.908,199.786,-10.09996321974472,A,lightslategray,"(134.39654992703774, 145.3260631644778, 157.239720137586)","(158.47336877214926, 171.67349385032313, 184.84735251198666)","(171.79951011048573, 190.04414217219096, 203.77725661872003)","(104.11533249947884, 108.31764644569523, 118.43480300187618)","(103.1979883260371, 111.2689701897019, 121.8994684177611)",105.0,0,0.9990234375
90.40161466598511,-35.711,-11.723,199.786,-10.134273235545972,A,lightslategray,"(134.20478605800494, 145.37104955130707, 157.27095851216023)","(158.73819226750263, 171.92450365726228, 185.15726227795193)","(172.36876456876456, 190.5050505050505, 204.13058793058792)","(102.16943573667712, 106.70851619644723, 116.82262277951934)","(103.47863247863248, 112.24263144263145, 122.86599326599327)",105.0,0,0.9990234375
90.48417496681213,-35.803,-11.62,199.786,-10.160000929603429,A,lightslategray,"(134.24739556203772, 145.80800083342015, 158.00334670278153)","(159.1978578892372, 172.34529780564264, 185.27011494252875)","(172.8130616509927, 190.7723092998955, 204.37272727272727)","(100.7928437889489, 106.11850851682593, 117.0203053593685)","(104.56844619858745, 114.42662027420025, 125.79383049439136)",105.0,0,0.9990234375
90.54030084609985,-35.908,-11.579,199.786,-10.189238726824394,A,lightslategray,"(132.95754985754985, 144.9441465941466, 157.16118881118882)","(159.0094794094794, 172.4814296814297, 185.40362600362602)","(172.93100233100233, 191.07697487697487, 205.07106967106967)","(95.11613571613572, 99.94094794094794, 109.75451955451956)","(104.77358197358197, 116.27723387723388, 128.41554001554002)",105.0,0,1.0
90.65823483467102,-36.023,-11.512,199.786,-10.221105885349273,A,lightslategray,"(127.5914759610559, 137.91245106895514, 149.42163504968383)","(159.5802761540012, 172.58178794597865, 185.5606732513606)","(172.67138144742103, 190.8578068772491, 204.69202319072372)","(84.32815964523282, 84.11786938117315, 90.9204797419875)","(93.6936725309876, 103.93557576969212, 116.33006797281088)",105.0,0,1.0
90.74554944038391,-36.109,-11.354,199.786,-10.245002061558381,A,lightslategray,"(124.49079754601227, 133.85471391010392, 144.8070614748967)","(159.88569848134367, 172.96158101176707, 186.24067182942773)","(172.5357873210634, 190.52546261658935, 204.46935009227394)","(84.79885346474907, 83.21537765261994, 89.22996077642563)","(80.70791560676344, 88.62267444760337, 99.17327547508604)",105.0,0,0.9990234375
90.81955122947693,-36.138,-11.379,199.786,-10.252982122031803,A,slategray,"(123.06310972543498, 130.97259378457207, 141.10039726440712)","(160.4763149954742, 173.45946897314693, 186.39676154078245)","(171.84104395051796, 190.02549532334305, 203.7057226189279)","(82.88725736699185, 79.3290254450367, 84.67439404606256)","(77.0478225887559, 81.07638539676154, 89.62471085185558)",105.0,0,1.0
90.92901849746704,-36.374,-11.613,199.786,-10.318594151543822,A,slategray,"(114.3005441446965, 121.62764408338442, 131.31419885550787)","(158.58112684729065, 171.5034893267652, 184.74220032840722)","(172.11792836792836, 190.0770757020757, 203.50798738298738)","(73.1553263546798, 69.70581896551724, 74.61129926108374)","(53.374592999593, 55.20670533170533, 62.367317867317865)",105.0,0,1.0
91.00046586990356,-36.695,-12.253,199.786,-10.407511929711234,A,dimgray,"(91.30313054031865, 98.15112501933534, 107.23131016265484)","(147.80625059917554, 156.4668775764548, 167.7162304668776)","(158.79059158945117, 173.60460917082443, 186.44670943216917)","(40.6674771167048, 42.15245995423341, 48.19078947368421)","(18.670415879017014, 21.124952741020795, 27.340453686200377)",105.0,0,1.0
91.08584833145142,-35.944,-12.521,194.528,-10.468763513419388,A,dimgray,"(82.98168037602821, 89.19721504112809, 97.87851938895417)","(140.6034312573443, 146.9090481786134, 157.09142185663924)","(151.42091656874265, 166.28089306698, 178.86632197414806)","(23.855135135135136, 24.238025851938897, 29.566768507638074)","(16.047238542890717, 19.360893066980022, 25.989565217391306)",105.0,0,1.0
91.1415901184082,-34.99,-12.342,188.351,-10.523985619955845,A,dimgray,"(81.875656763328, 87.05729704085869, 95.53438889877246)","(138.81275680840898, 144.3434304825609, 154.71055900621118)","(147.6545566502463, 162.58672792724516, 175.17506631299736)","(25.913898788310764, 23.11057258256118, 26.26904252791637)","(15.797719992462785, 18.854107782174488, 26.65168645185604)",105.0,0,1.0
91.25152850151062,-34.602,-12.331,185.952,-10.540966911421057,A,dimgray,"(83.17690482153291, 88.4799112732997, 96.41953179969708)","(143.37626711506127, 150.26894066778766, 160.4429497958203)","(148.59959039817107, 162.65579157934846, 175.08044389407507)","(26.882226469182992, 23.38523650262781, 25.821643573817486)","(14.57057597574839, 18.325312618416067, 25.05736074270557)",105.0,0,1.0
91.3321328163147,-33.923,-12.23,181.918,-10.562753573065628,A,dimgray,"(87.78310112899351, 93.90312274801826, 102.42835695411962)","(147.32942589478742, 156.7804948354552, 168.58995916406437)","(155.62459764592842, 171.4988710064857, 184.50886380014413)","(29.96478501080951, 26.00158539514773, 28.241412442949795)","(18.213595964448714, 21.331539754984387, 28.3731924093202)",105.0,0,1.0
91.40068817138672,-33.505,-12.154,178.893,-10.607982049881226,A,dimgray,"(90.92659884600032, 97.52646094666683, 106.36796138818663)","(151.35302144249513, 161.8488791423002, 174.23762183235868)","(158.05425120772946, 174.9817391304348, 188.49613526570047)","(33.79330231656489, 29.565765241833866, 31.766017253077447)","(21.236271919288974, 24.45803507086236, 31.738986307951)",105.0,0,1.0
91.51948356628418,-33.161,-12.28,176.624,-10.633377344336274,A,dimgray,"(95.04688505062538, 102.19181655747468, 111.51792733770101)","(151.62417582417584, 164.17849976110847, 177.2163879598662)","(164.84806497849976, 182.38537983755376, 195.57940754897277)","(39.70406272273699, 34.454929912093135, 37.399097172725114)","(24.701829413162272, 28.525397956759324, 36.695177001663104)",105.0,0,1.0
91.6004626750946,-33.326,-12.509,177.157,-10.653619927109268,A,dimgray,"(95.72516675464274, 103.60669897787801, 113.72753011180959)","(151.9485733564681, 164.43069211490266, 177.86336032388664)","(168.68480649784996, 186.27462971810797, 199.46698518872432)","(33.76860420281473, 29.57779063042221, 33.43069211490264)","(28.448829431438128, 34.02885809842331, 44.00855231724797)",105.0,0,1.0
91.66193890571594,-34.48,-12.889,182.814,-10.6808449404488,A,dimgray,"(102.87750578492266, 113.59127999025698, 125.82540494458652)","(152.19970688812896, 165.31817293600392, 178.7893014167074)","(170.71988275525158, 188.8953102100635, 202.04973131411822)","(33.0254068496478, 38.04284673305805, 49.07354870051008)","(56.21957736215691, 62.81846004372115, 74.11076026232693)",105.0,0,1.0
91.7390809059143,-35.238,-12.888,187.057,-10.668418677595621,A,slategray,"(111.97410087935975, 123.00065457958699, 135.2005236636696)","(155.8144074514467, 168.90447879508523, 182.49687871581452)","(171.88916963931828, 190.27239397542607, 203.50584621482363)","(41.92054187192118, 47.69871921182266, 58.81581280788178)","(78.8651724137931, 85.77374384236454, 96.64413793103448)",105.0,0,1.0
91.82824897766113,-35.664,-12.888,190.239,-10.617809873500653,A,lightslategray,"(127.00612464183381, 138.23781041069722, 150.7180993314231)","(156.4383141762452, 169.6579022988506, 182.8697318007663)","(170.25742337164752, 188.3255747126437, 202.0741858237548)","(61.845190476190474, 68.7094761904762, 81.49728571428571)","(119.89890476190476, 126.72404761904762, 136.90838095238095)",105.0,0,0.97802734375
91.91635704040527,-35.768,-13.102,192.626,-10.519199659918533,A,lightslategray,"(129.0992516255674, 140.58832714335108, 153.37288230111196)","(153.64748686160894, 166.99955082423753, 180.71167407806675)","(168.51568347888076, 186.78943147389057, 200.54624844056318)","(68.7917895113017, 76.01148038952917, 89.38175645492719)","(125.50403225806451, 132.64285714285714, 142.96446295639845)",105.0,0,1.0
91.98278093338013,-35.846,-13.227,194.416,-10.446790643734476,A,slategray,"(119.33542467786548, 130.28478265758167, 142.51113134992917)","(126.17396016799891, 137.35586867181502, 150.14017974077586)","(168.85684851742363, 187.131595449252, 200.99484905491354)","(58.284559454455135, 64.91297475500158, 76.80928510138644)","(123.58196721311475, 131.26081698468153, 141.62420496282363)",105.0,0,1.0
92.04692316055298,-35.905,-13.321,195.758,-10.39333120452932,A,slategray,"(108.47516205921009, 117.74391303379296, 128.91355728319706)","(107.45570694661603, 116.25798525798525, 126.94996649542104)","(168.45356265356264, 186.47759660486932, 199.95765021219566)","(42.70914422820581, 47.63320892206523, 58.388651915044875)","(115.59921798631476, 120.96840842442016, 130.7293610592731)",105.0,0,1.0
92.15564155578613,-35.913,-13.248,196.765,-10.343617258425866,A,dimgray,"(100.87099159663866, 108.26129971988796, 118.2273837535014)","(94.34435806408125, 100.9080124028221, 110.6828742192064)","(166.94877095223117, 184.7084887430908, 198.1399811261403)","(31.700920793849455, 33.169765778651886, 41.440818880743784)","(110.80667799034508, 114.62645270874307, 123.03079742535311)",105.0,0,1.0
92.23842191696167,-35.848,-13.301,197.52,-10.286551053024574,A,dimgray,"(95.0342372881356, 100.41411299435028, 109.90185310734464)","(67.57459439862231, 71.3519441674975, 80.76257590863773)","(161.64592585878728, 179.2454001631469, 192.77617148554336)","(43.816669671835555, 41.55684276956365, 48.29552830869095)","(107.30801478543094, 109.76699423007572, 118.05896141363145)",105.0,0,1.0
92.31678700447083,-35.655,-13.376,198.087,-10.203914841468784,A,dimgray,"(96.73516930323498, 102.86112468894419, 112.62367801279773)","(61.074209029505866, 65.1126022040526, 74.68267863490935)","(161.8715783860647, 179.43921080696765, 192.36269107714185)","(58.53261642374689, 58.8989512975471, 67.21520618556701)","(105.46227337362247, 107.99373444720939, 116.23413615357269)",105.0,0,1.0
92.38070225715637,-35.404,-13.182,198.511,-10.11218374033117,A,slategray,"(114.23525649508183, 123.83122711834503, 135.68966962198402)","(107.91728690412901, 120.08842814105972, 134.33864965443914)","(158.72872200263504, 175.61321914800175, 188.5923583662714)","(79.64943292574871, 85.18234981392877, 96.67029948608896)","(110.28989898989899, 114.07228809837505, 122.80632411067194)",105.0,0,1.0
92.48618006706238,-35.251,-12.822,198.83,-10.053608734761756,A,lightslategray,"(123.62928233824088, 134.34545553322107, 146.71938936274245)","(137.65232802380535, 151.00735165412217, 165.3997461928934)","(156.71361013492992, 172.84910408260663, 185.29432947199444)","(84.16562173458725, 92.09043016370603, 105.04480146290491)","(116.005439005439, 121.49408616075283, 131.23051023051022)",105.0,0,1.0
92.56527805328369,-35.029,-12.444,199.069,-9.979810564614487,A,lightslategray,"(131.35833687722857, 142.65941531180826, 154.8005386720752)","(155.31080368906456, 168.50131752305666, 181.14589371980676)","(155.29297283176592, 171.11646638801813, 183.33768721699755)","(95.21970723181123, 103.8461874590343, 116.88686912824994)","(119.74441171374112, 127.33360769364062, 138.00662796742333)",105.0,0,1.0
92.64047431945801,-34.54,-12.161,199.248,-9.834645582055446,A,lightslategray,"(133.05158155190477, 144.33514634091972, 156.34853213258734)","(157.17667828729776, 170.68239921337266, 183.2687494413158)","(154.0138106731027, 170.0946187539108, 182.64186108876373)","(104.65224351847735, 113.28460888513364, 126.34704495930983)","(116.59016320540756, 123.5408013518922, 133.40387779605996)",105.0,0,0.998046875
92.73987078666687,-33.959,-12.163,199.382,-9.6658935437015,A,lightslategray,"(130.58611572076558, 140.23634251576502, 151.45121141719216)","(157.3648624667258, 171.22142857142856, 184.01468500443656)","(155.8209405501331, 172.24507542147293, 185.2147737355812)","(100.70893842418891, 104.89070845288016, 114.89106157581108)","(108.7137497241227, 112.90792319576252, 122.02101081438975)",105.0,0,0.8818359375
92.81343841552734,-33.487,-12.093,199.483,-9.529368607878745,A,lightslategray,"(130.09750217103158, 139.53912427441838, 150.4491407285525)","(158.58599570364277, 172.79007267242562, 185.8908999497235)","(159.59824489236254, 176.82924265277205, 189.82206682206683)","(95.76667123725947, 97.94465012112072, 107.13867178573061)","(106.43909685086156, 110.59253165135519, 118.94492435668906)",105.0,0,0.9970703125
92.87710356712341,-32.811,-11.969,199.559,-9.336958128159026,A,slategray,"(122.5524824981577, 131.00195744288874, 141.45157056005894)","(159.8819086219602, 174.2751934414149, 187.34570744288874)","(162.66272107590274, 180.63545504789977, 194.2638172439204)","(78.04532056005895, 77.56609248341931, 85.8647752394989)","(89.61997973470892, 91.53108879882093, 98.33198231392778)",105.0,0,0.998046875
92.95311713218689,-32.233,-11.984,199.616,-9.172581311381512,A,slategray,"(117.76989683124539, 125.6830209100958, 135.539759119381)","(160.35584008843037, 174.7534543109801, 187.59929992630802)","(164.74369012527634, 182.9023581429624, 196.1823415622697)","(67.37177597641858, 66.10399778924098, 73.82014554163597)","(78.6082811348563, 78.9722733971997, 84.55724944731024)",105.0,0,0.9970703125
93.05159449577332,-31.835,-11.995,199.658,-9.059277283282277,A,dimgray,"(107.09293129016312, 114.24703410776075, 123.60246932997798)","(159.06547431806948, 172.74219206399138, 185.08461780434098)","(164.46209499842718, 182.45265806857503, 195.63240911337797)","(42.702736709657124, 40.8903518626702, 47.53430998067676)","(62.14141913449872, 60.90293443580641, 66.1585404215162)",105.0,0,0.994140625
93.12017369270325,-31.393,-12.038,199.69,-8.934198112913014,A,dimgray,"(105.98037251038153, 112.74139140309275, 121.735691304009)","(158.15774370011658, 171.35987803784414, 183.23190745224645)","(164.43857543017208, 182.0523320439287, 195.28660353030102)","(41.04843889384478, 39.05508474576271, 45.213113291703834)","(60.749535603715174, 59.04237063246351, 63.79292348518355)",105.0,0,0.990234375
93.19249248504639,-31.026,-12.179,199.714,-8.83033164753378,A,dimgray,"(106.56302502480432, 113.54311542277588, 122.73319369419028)","(157.43859882201852, 170.11735529870245, 181.99849430937513)","(163.6743655045227, 181.4935891806446, 194.51203126372178)","(43.97489039457951, 42.93401532261636, 50.12736371285594)","(61.0649863879863, 59.508562395714414, 64.1818301571968)",105.0,0,0.998046875
93.25471091270447,-30.786,-12.212,199.732,-8.762439895356508,A,slategray,"(110.20731680823792, 117.3625926006387, 126.41544828485151)","(158.18250436300175, 171.12369109947645, 182.8006544502618)","(164.72835446324262, 182.78391242265587, 195.90692743715115)","(52.208682373472946, 51.39677137870855, 58.75488656195463)","(65.62688762926744, 64.04513002466358, 68.10613993336507)",105.0,0,0.98828125
93.354501247406,-30.499,-11.987,199.745,-8.681414587259631,A,slategray,"(115.08178815238934, 122.94398810834618, 132.67815459149966)","(158.715479876161, 172.02277753206545, 184.17801857585138)","(164.17228070175437, 182.5247807017544, 195.67552631578948)","(62.89473684210526, 62.203095975232195, 70.40030959752322)","(74.47337719298245, 74.92811403508772, 80.36894736842105)",105.0,0,0.9892578125
93.4274845123291,-30.248,-12.069,199.755,-8.610592957177849,A,slategray,"(118.91169141831955, 127.2240273763248, 137.147557504679)","(158.3615075825156, 172.6607493309545, 184.86471900089205)","(164.2730650154799, 182.54086687306503, 195.8716497125166)","(67.35451237909308, 65.95216966900347, 73.27420356730855)","(85.99824013374983, 88.13476175810638, 94.99907607021866)",105.0,0,0.99609375
93.51143622398376,-30.06,-12.058,199.763,-8.557464016644504,A,lightslategray,"(131.94380138716642, 142.82147122318682, 154.24573974553306)","(159.5597365512159, 174.2708179808401, 186.91405674281503)","(165.22471444362566, 183.85280029476786, 197.41064848931467)","(89.42899679340357, 94.9244159413651, 105.9897388914338)","(113.89092991296381, 118.62963811268897, 127.07842418689876)",105.0,0,0.998046875
93.57006549835205,-29.918,-12.265,199.769,-8.51761021675719,A,lightslategray,"(135.62816561242093, 148.42939620471535, 161.0040713053479)","(158.83183183183183, 173.45654885654886, 186.73855393855393)","(166.88717361429227, 185.8539166284929, 199.5129180027485)","(91.54959574959575, 100.12085932085932, 112.84536844536845)","(125.0671552908841, 134.08896014658725, 144.72940907008703)",105.0,0,0.986328125
93.67407083511353,-29.848,-12.886,199.773,-8.497758325511766,A,lightslategray,"(137.33015967893434, 150.71619631116045, 163.59730168217914)","(155.66673812382095, 170.73495112330647, 184.01607785971532)","(165.5591836734694, 184.77448979591836, 198.46156462585034)","(101.11267364088492, 109.8044503515692, 122.79643285885783)","(126.83303571428571, 137.37678571428572, 148.9452806122449)",105.0,0,1.0
93.75458097457886,-29.76,-13.602,199.776,-8.472825570694603,A,lightslategray,"(138.85180785123967, 152.33898760330578, 165.05794421487604)","(153.96028925619834, 168.47644628099172, 182.02347107438015)","(166.13640495867767, 185.624173553719, 199.16338842975208)","(107.33487603305785, 115.22111570247934, 127.08392561983472)","(127.97566115702479, 140.03421487603305, 151.9609917355372)",105.0,0,1.0
93.81879234313965,-29.729,-14.21,199.778,-8.46416830382609,A,lightslategray,"(138.75513739545997, 151.90079649542014, 164.47517921146954)","(152.16707920792078, 166.53708878952412, 180.35356116256787)","(166.4442670073459, 186.25610827211753, 199.55916640051103)","(108.63765294771969, 115.37811854441443, 126.88511044017162)","(127.97401875099317, 139.67320832671223, 151.35392499602733)",105.0,0,0.9990234375
93.99476027488708,-29.349,-14.81,199.78,-8.357213087748562,A,lightslategray,"(140.00720551378447, 153.20895010964912, 165.5651726973684)","(147.24897927135677, 161.48602386934672, 175.58350345477388)","(169.41425879396985, 189.6414101758794, 202.830716080402)","(115.1380859375, 121.7071484375, 132.0081640625)","(128.4107421875, 140.224765625, 152.0747265625)",105.0,0,0.998046875
94.11131453514099,-28.741,-15.081,199.782,-8.186463193339714,A,darkgray,"(140.97875833350017, 154.80875493002864, 167.1745680594206)","(148.11718592964823, 162.98363819095476, 177.48377889447235)","(171.15226928292256, 191.58618489271757, 204.59759113025444)","(116.64514572864321, 123.9841608040201, 134.2707135678392)","(127.86396267049534, 140.50127622238176, 152.1668660764138)",105.0,0,1.0
94.21126580238342,-27.891,-15.212,199.783,-7.947573733617419,A,darkgray,"(141.89413937155658, 156.06581098262396, 168.45598474299206)","(151.48861241692333, 166.92523099367807, 181.7737882963203)","(170.39963819095476, 191.0724422110553, 203.81740703517588)","(116.6430539795753, 124.68686172799481, 135.31378667531203)","(128.92, 141.4145527638191, 152.76036180904524)",105.0,0,1.0
94.29070925712585,-27.075,-15.311,199.783,-7.717829433108872,A,darkgray,"(142.13667527923016, 156.50897198543325, 168.83991821455456)","(153.16272419005597, 168.93320259835764, 183.45994198635455)","(169.53959312692496, 190.04940022694115, 202.92340735937753)","(116.83412999959145, 125.3797033950239, 136.22298484291375)","(128.8951207651159, 141.52273464094668, 152.60820230183174)",105.0,0,1.0
94.37426161766052,-26.32,-15.42,199.784,-7.505000200340109,A,darkgray,"(142.0019908642574, 156.46084970490742, 168.80519848007114)","(154.05146701248177, 170.16416761225483, 184.71851191441075)","(168.50988815042956, 189.0116712595234, 201.96028529745502)","(117.4724193548387, 126.26903225806451, 137.18818548387097)","(128.1669758064516, 140.62979838709677, 151.59915322580645)",105.0,0,1.0
94.44742178916931,-25.718,-15.503,199.784,-7.335144074407192,A,darkgray,"(141.74487780548628, 156.07239900249377, 168.5475012468828)","(153.6576, 169.81204, 184.36316)","(168.11872, 188.63272, 201.61468)","(117.7598407960199, 126.17958208955224, 137.2390447761194)","(127.63383084577114, 139.89560199004976, 151.2163184079602)",105.0,0,1.0
94.53417348861694,-25.158,-15.564,199.785,-7.177353600623825,A,darkgray,"(141.36174344589492, 155.79422120656344, 168.01531007561863)","(153.78587222617074, 169.92608386638238, 184.2343441522546)","(167.14651153680416, 187.8504328749951, 200.45414658988523)","(118.02290586201477, 126.58514065692283, 137.43587930221594)","(126.59441022842442, 138.924612146254, 150.0640445934357)",105.0,0,0.9990234375
94.60413837432861,-24.632,-15.718,199.785,-7.028606004462678,A,darkgray,"(140.843842364532, 155.34355259345116, 167.4441128175408)","(153.7042783445173, 169.96353904037858, 184.13222916101006)","(166.2334513546798, 186.8242764778325, 199.57700892857142)","(117.79477134323727, 126.92219076063768, 137.61979752530934)","(125.5632697044335, 137.5563808497537, 148.34478910098522)",105.0,0,1.0
94.69379568099976,-24.058,-15.869,199.785,-6.866394910804008,A,darkgray,"(140.5789443405724, 154.91059974111894, 167.12188503763363)","(154.2435541145592, 170.60054809325305, 184.78616643507797)","(165.7054993872549, 186.28496476715685, 199.19370404411765)","(118.0091415402343, 126.74419051277127, 137.67585942001153)","(124.47671493902439, 136.14420731707318, 146.98170731707316)",105.0,0,1.0
94.74655890464783,-23.591,-15.982,199.785,-6.734539913359342,A,darkgray,"(140.7220220103852, 155.13161667829186, 167.30024025420445)","(154.55174291938997, 170.86017740429506, 184.7384064737006)","(166.1404971437394, 186.85440790489423, 199.76316195769647)","(117.81652661064426, 126.65122159975101, 137.63752723311546)","(124.30785857650147, 136.060251659719, 146.96560907827697)",105.0,0,1.0
94.87482333183289,-23.063,-15.996,199.785,-6.5849548596571355,A,darkgray,"(140.9660321676258, 155.62531110127392, 167.5340022625547)","(156.2671683168317, 172.87524752475247, 186.39718811881187)","(166.09684897061135, 186.7499214207135, 199.4618497564042)","(117.7136551724138, 127.1416354679803, 137.92197044334975)","(123.92192509187583, 135.88290718586285, 146.5191570881226)",105.0,0,1.0
